Input Query,Input Expected Name,Actual Product Name,Input Expected SKU,Actual SKU,Input Expected Position,Actual Position,Position Match,First Page Count,First Page Coverage %
"123 block","3M 7000028312 | 05209 Hookit 15-9/16"" Length x 2-3/4"" Width Sanding Block","3M 7000028312 | 05209 Hookit 15-9/16"" Length x 2-3/4"" Width Sanding Block","45056195","45056195","26","26","Match","24 of 24","100.0%"
"123 block","3M 7000047027 | 804534 Standard Abrasives 1/2"" Thickness Silicon Carbide Unitized Block","3M 7000047027 | 804534 Standard Abrasives 1/2"" Thickness Silicon Carbide Unitized Block","45029488","45029488","27","27","Match","24 of 24","100.0%"
"123 block","3M 7000047029 | 804734 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","3M 7000047029 | 804734 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45029490","45029490","28","28","Match","24 of 24","100.0%"
"123 block","3M 7010330694 | 804633 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","3M 7010330694 | 804633 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45042153","45042153","29","29","Match","24 of 24","100.0%"
"123 block","3M 7000119909 | 05216 Hookit 8-7/8"" Length x 4-1/2"" Width Sanding Block","3M 7000119909 | 05216 Hookit 8-7/8"" Length x 4-1/2"" Width Sanding Block","45030457","45030457","30","30","Match","24 of 24","100.0%"
"123 block","3M 7000119963 | 05690 Hookit 5-3/8"" Length x 2-1/2"" Width Sanding Block","3M 7000119963 | 05690 Hookit 5-3/8"" Length x 2-1/2"" Width Sanding Block","45056845","45056845","31","31","Match","24 of 24","100.0%"
"123 block","3M 7010366940 | 804733 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","3M 7010366940 | 804733 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45030505","45030505","32","32","Match","24 of 24","100.0%"
"123 block","3M 7000045510 | 05684 Hookit 24"" Length x 18"" Width Sanding Block","3M 7000045510 | 05684 Hookit 24"" Length x 18"" Width Sanding Block","45056283","45056283","33","33","Match","24 of 24","100.0%"
"123 block","3M 7000028311 | 05208 Hookit 7-13/16"" Length x 2-3/4"" Width Sanding Block","3M 7000028311 | 05208 Hookit 7-13/16"" Length x 2-3/4"" Width Sanding Block","45056194","45056194","34","34","Match","24 of 24","100.0%"
"123 block","3M 7000047028 | 804634 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","3M 7000047028 | 804634 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45029489","45029489","35","35","Match","24 of 24","100.0%"
"123 block","3M 7000119960 | 05687 Hookit 10-3/4"" Length x 2-5/8"" Width Sanding Block","3M 7000119960 | 05687 Hookit 10-3/4"" Length x 2-5/8"" Width Sanding Block","45030471","45030471","36","36","Match","24 of 24","100.0%"
"123 block","3M 7000119964 | 05691 Hookit 10"" Length x 2-1/8"" Width Sanding Block","3M 7000119964 | 05691 Hookit 10"" Length x 2-1/8"" Width Sanding Block","45030473","45030473","37","37","Match","24 of 24","100.0%"
"123 block","3M 7000119961 | 05688 Hookit 16"" Length x 2-5/8"" Width Sanding Block","3M 7000119961 | 05688 Hookit 16"" Length x 2-5/8"" Width Sanding Block","45030472","45030472","38","38","Match","24 of 24","100.0%"
"123 block","3M 7000047031 | 804823 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","3M 7000047031 | 804823 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45029492","45029492","39","39","Match","24 of 24","100.0%"
"123 block","3M 7000047030 | 804813 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","3M 7000047030 | 804813 Standard Abrasives 1/2"" Thickness Aluminum Oxide Unitized Block","45029491","45029491","40","40","Match","24 of 24","100.0%"
"123 block","Techniks EHT-150L | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","Techniks EHT-150L | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","50007921","50007921","41","41","Match","24 of 24","100.0%"
"123 block","3M 7100165225 | EMB-100 2""X4: 2.000"" Width x 60.0 mil Thickness Electrical Moisture Block","3M 7100165225 | EMB-100 2""X4: 2.000"" Width x 60.0 mil Thickness Electrical Moisture Block","96000691","96000691","42","42","Match","24 of 24","100.0%"
"123 block","Techniks EHT-150 | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","Techniks EHT-150 | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","50007920","50007920","43","43","Match","24 of 24","100.0%"
"123 block","Techniks EHT-300 | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","Techniks EHT-300 | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","50007923","50007923","44","44","Match","24 of 24","100.0%"
"123 block","Techniks EHT-300L | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","Techniks EHT-300L | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","50007924","50007924","45","45","Match","24 of 24","100.0%"
"123 block","Techniks EHT-300W | 1+1 Pole Pitch 1 x 1+1 Pole Pitch 2 Induction Block","Techniks EHT-300W | 1+1 Pole Pitch 1 x 1+1 Pole Pitch 2 Induction Block","50007925","50007925","46","46","Match","24 of 24","100.0%"
"123 block","Techniks EHT-65V | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","Techniks EHT-65V | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","50007926","50007926","47","47","Match","24 of 24","100.0%"
"123 block","Techniks EHT-72 | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","Techniks EHT-72 | 2 Pole Pitch 1 x 3 Pole Pitch 2 Induction Block","50007927","50007927","48","48","Match","24 of 24","100.0%"
"123 block","3M 7010300638 | 03070 2-5/8"" Length x 1"" Width Fine Grade 320 Grit Sanding Block","3M 7010300638 | 03070 2-5/8"" Length x 1"" Width Fine Grade 320 Grit Sanding Block","45041206","45041206","49","49","Match","24 of 24","100.0%"
"123 block","3M 7000120182 | 03069 2-5/8"" Length x 1"" Width Medium Grade 100 Grit Sanding Block","3M 7000120182 | 03069 2-5/8"" Length x 1"" Width Medium Grade 100 Grit Sanding Block","45056852","45056852","50","50","Match","24 of 24","100.0%"
"123 block","3M 7100172067 | 3/16"" Thickness x 4-1/2"" Width x 5-1/2"" OAL Fine Grade Sanding Block","3M 7100172067 | 3/16"" Thickness x 4-1/2"" Width x 5-1/2"" OAL Fine Grade Sanding Block","45060501","45060501","51","51","Match","24 of 24","100.0%"
"123 block","Pramet 26-DU 12 | 3.54"" OAL x 0.75"" Shank width Indexable Cut-Off Blade Tool Block","Pramet 26-DU 12 | 3.54"" OAL x 0.75"" Shank width Indexable Cut-Off Blade Tool Block","23153759","23153759","52","52","Match","24 of 24","100.0%"
"123 block","Tungaloy 2300773 | CTBU32-32 32.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","Tungaloy 2300773 | CTBU32-32 32.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","23121410","23121410","53","53","Match","24 of 24","100.0%"
"123 block","Tungaloy 2300759 | CTBU20-32 20.00mm Shank Height x 100.00mm OAL Steel Indexable Cut-Off Blade Tool Block","Tungaloy 2300759 | CTBU20-32 20.00mm Shank Height x 100.00mm OAL Steel Indexable Cut-Off Blade Tool Block","23121408","23121408","54","54","Match","24 of 24","100.0%"
"123 block","Tungaloy 2300767 | CTBU25-32 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","Tungaloy 2300767 | CTBU25-32 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","23121409","23121409","55","55","Match","24 of 24","100.0%"
"123 block","Tungaloy 2302494 | CTBU25-32-CHP 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","Tungaloy 2302494 | CTBU25-32-CHP 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","23121412","23121412","56","56","Match","24 of 24","100.0%"
"123 block","Tungaloy 2300770 | CTBU20-32-U 1-1/4"" Shank Height x 4.331"" OAL Steel Indexable Cut-Off Blade Tool Block","Tungaloy 2300770 | CTBU20-32-U 1-1/4"" Shank Height x 4.331"" OAL Steel Indexable Cut-Off Blade Tool Block","23019761","23019761","57","57","Match","24 of 24","100.0%"
"123 block","Tungaloy 2302500 | CTBU16-32-U-CHP 1.000"" Shank Height x 4.331"" OAL Steel Indexable Cut-Off Blade Tool Block","Tungaloy 2302500 | CTBU16-32-U-CHP 1.000"" Shank Height x 4.331"" OAL Steel Indexable Cut-Off Blade Tool Block","23019760","23019760","58","58","Match","24 of 24","100.0%"
"123 block","Tungaloy 2300765 | CTBU16-32-U 1.000"" Shank Height x 4.331"" OAL Steel Indexable Cut-Off Blade Tool Block","Tungaloy 2300765 | CTBU16-32-U 1.000"" Shank Height x 4.331"" OAL Steel Indexable Cut-Off Blade Tool Block","23019759","23019759","59","59","Match","24 of 24","100.0%"
"123 block","Carr Lane CL-3-BLM | 1-1/8""-7 Thread x 1/2"" Diameter Zinc Plated Yellow Chromate Coated Bar-Lok Mounting Block","Carr Lane CL-3-BLM | 1-1/8""-7 Thread x 1/2"" Diameter Zinc Plated Yellow Chromate Coated Bar-Lok Mounting Block","50024951","50024951","60","60","Match","24 of 24","100.0%"
"123 block","3M 7100180140 | Scotch-Brite 1/16"" Thickness x 23"" Width x 18"" OAL Fine Grade Silicon Carbide Unitized Block","3M 7100180140 | Scotch-Brite 1/16"" Thickness x 23"" Width x 18"" OAL Fine Grade Silicon Carbide Unitized Block","45055596","45055596","61","61","Match","24 of 24","100.0%"
"123 block","3M 7010366411 | Scotch-Brite 1/2"" Thickness x 12-1/2"" Width x 25"" OAL Medium Grade Aluminum Oxide Unitized Block","3M 7010366411 | Scotch-Brite 1/2"" Thickness x 12-1/2"" Width x 25"" OAL Medium Grade Aluminum Oxide Unitized Block","45034209","45034209","62","62","Match","24 of 24","100.0%"
"123 block","3M 7100242588 | Pro Grade Precision 11.4 mm Length x 2-7/8"" Width Extra Coarse Grade 36 Grit Sanding Block","3M 7100242588 | Pro Grade Precision 11.4 mm Length x 2-7/8"" Width Extra Coarse Grade 36 Grit Sanding Block","45033033","45033033","63","63","Match","24 of 24","100.0%"
"123 block","Tungaloy 6734873 | CTBU25-035-4/5-CHP 35.00mm Minimum Bore Diameter x 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","Tungaloy 6734873 | CTBU25-035-4/5-CHP 35.00mm Minimum Bore Diameter x 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","23127877","23127877","64","64","Match","24 of 24","100.0%"
"123 block","Tungaloy 6734872 | CTBU25-030-4-CHP 30.00mm Minimum Bore Diameter x 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","Tungaloy 6734872 | CTBU25-030-4-CHP 30.00mm Minimum Bore Diameter x 25.00mm Shank Height x 110.00mm OAL Steel Indexable Cut-Off Blade Tool Block","23127876","23127876","65","65","Match","24 of 24","100.0%"
"123 block","3M 7100180137 | Scotch-Brite 1/16"" Thickness x 22"" Width x 24"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","3M 7100180137 | Scotch-Brite 1/16"" Thickness x 22"" Width x 24"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","45035386","45035386","66","66","Match","24 of 24","100.0%"
"123 block","3M 7010365121 | Scotch-Brite 1/2"" Thickness x 1"" Width x 5"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","3M 7010365121 | Scotch-Brite 1/2"" Thickness x 1"" Width x 5"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","45042839","45042839","67","67","Match","24 of 24","100.0%"
"123 block","3M 7100180135 | Scotch-Brite 1/16"" Thickness x 18"" Width x 22"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","3M 7100180135 | Scotch-Brite 1/16"" Thickness x 18"" Width x 22"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","45035385","45035385","68","68","Match","24 of 24","100.0%"
"123 block","3M 7100139932 | Scotch-Brite 1/2"" Thickness x 5"" Width x 1"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","3M 7100139932 | Scotch-Brite 1/2"" Thickness x 5"" Width x 1"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","45057260","45057260","69","69","Match","24 of 24","100.0%"
"123 block","3M 7010292427 | Scotch-Brite 1/4"" Thickness x 25"" Width x 38"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","3M 7010292427 | Scotch-Brite 1/4"" Thickness x 25"" Width x 38"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","45044178","45044178","70","70","Match","24 of 24","100.0%"
"123 block","3M 7100180136 | Scotch-Brite 1/16"" Thickness x 22"" Width x 24"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","3M 7100180136 | Scotch-Brite 1/16"" Thickness x 22"" Width x 24"" OAL Fine Grade Aluminum Oxide Cut and Polish Unitized Block","45055595","45055595","71","71","Match","24 of 24","100.0%"
"123 block","3M 7000046177 | Scotch-Brite 1/4"" Thickness x 25"" Width x 38"" OAL Fine Grade Silicon Carbide Cut and Polish Unitized Block","3M 7000046177 | Scotch-Brite 1/4"" Thickness x 25"" Width x 38"" OAL Fine Grade Silicon Carbide Cut and Polish Unitized Block","45056394","45056394","72","72","Match","24 of 24","100.0%"
"123 block","3M 7100282837 | Scotch-Brite 1"" Thickness x 25"" Width x 38"" OAL Extra Coarse Grade Silicon Carbide Cut and Polish Unitized Block","3M 7100282837 | Scotch-Brite 1"" Thickness x 25"" Width x 38"" OAL Extra Coarse Grade Silicon Carbide Cut and Polish Unitized Block","45033560","45033560","73","73","Match","24 of 24","100.0%"
"123 block","3M 7100256625 | Hookit 5-1/4"" Length x 2-5/8"" Width Sanding Blocks","3M 7100256625 | Hookit 5-1/4"" Length x 2-5/8"" Width Sanding Blocks","45059581","45059581","74","74","Match","24 of 24","100.0%"
"123 block","3M 7100260505 | 35825 Hookit 5-1/4"" Length x 2-5/8"" Width Sanding Blocks","3M 7100260505 | 35825 Hookit 5-1/4"" Length x 2-5/8"" Width Sanding Blocks","45033272","45033272","75","75","Match","24 of 24","100.0%"
"123 block","3M 7100256624 | 35828 Hookit 16"" Length x 2-5/8"" Width Sanding Blocks","3M 7100256624 | 35828 Hookit 16"" Length x 2-5/8"" Width Sanding Blocks","45033234","45033234","76","76","Match","24 of 24","100.0%"
"123 block","3M 7100256499 | 35832 Hookit 10-3/4"" Length x 2-5/8"" Width Sanding Blocks","3M 7100256499 | 35832 Hookit 10-3/4"" Length x 2-5/8"" Width Sanding Blocks","45033232","45033232","77","77","Match","24 of 24","100.0%"
"123 block","3M 7100256623 | 35827 Hookit 10-3/4"" Length x 2-5/8"" Width Sanding Blocks","3M 7100256623 | 35827 Hookit 10-3/4"" Length x 2-5/8"" Width Sanding Blocks","45059580","45059580","78","78","Match","24 of 24","100.0%"
"123 block","3M 7000045660 | 45204 Stikit 8-15/16"" Length x 6-1/2"" Width Sanding Blocks","3M 7000045660 | 45204 Stikit 8-15/16"" Length x 6-1/2"" Width Sanding Blocks","45056298","45056298","79","79","Match","24 of 24","100.0%"
"123 block","3M 7000028350 | 45203 Stikit 2-1/2"" Length x 2-1/2"" Width Sanding Blocks","3M 7000028350 | 45203 Stikit 2-1/2"" Length x 2-1/2"" Width Sanding Blocks","45053354","45053354","80","80","Match","24 of 24","100.0%"
"123 block","STM 333548 | 1/2"" Size x 3/8-16"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","STM 333548 | 1/2"" Size x 3/8-16"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","50034320","50034320","81","81","Match","24 of 24","100.0%"
"123 block","STM 333551 | 9/16"" Size x 1/2-13"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","STM 333551 | 9/16"" Size x 1/2-13"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","50034323","50034323","82","82","Match","24 of 24","100.0%"
"123 block","STM 333552 | 5/8"" Size x 1/2-13"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","STM 333552 | 5/8"" Size x 1/2-13"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","50034324","50034324","83","83","Match","24 of 24","100.0%"
"123 block","STM 333553 | 11/16"" Size x 1/2-13"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","STM 333553 | 11/16"" Size x 1/2-13"" Thread 50 Pieces Fixture Clamp Step Block & Clamp Set","50034325","50034325","84","84","Match","24 of 24","100.0%"
"123 block","3M 7100145188 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Coarse Grade 60 Grit Block Sanding Sponge","3M 7100145188 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Coarse Grade 60 Grit Block Sanding Sponge","45031394","45031394","85","85","Match","24 of 24","100.0%"
"123 block","3M 7010412362 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Block Sanding Sponge","3M 7010412362 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Block Sanding Sponge","45037278","45037278","86","86","Match","24 of 24","100.0%"
"123 block","3M 7100170031 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Sanding Block Sponge","3M 7100170031 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Sanding Block Sponge","45060492","45060492","87","87","Match","24 of 24","100.0%"
"123 block","3M 7010412361 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Coarse Grade 60 Grit Block Sanding Sponge","3M 7010412361 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Coarse Grade 60 Grit Block Sanding Sponge","45037277","45037277","88","88","Match","24 of 24","100.0%"
"123 block","3M 7100170019 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","3M 7100170019 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","45054857","45054857","89","89","Match","24 of 24","100.0%"
"123 block","3M 7010408875 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Block Sanding Sponge","3M 7010408875 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Block Sanding Sponge","45036640","45036640","90","90","Match","24 of 24","100.0%"
"123 block","3M 7100169978 | Pro Grade Precision 1"" Thickness x 3-3/4"" Width x 2-5/8"" OAL Coarse Grade 60 Grit Sanding Block Sponge","3M 7100169978 | Pro Grade Precision 1"" Thickness x 3-3/4"" Width x 2-5/8"" OAL Coarse Grade 60 Grit Sanding Block Sponge","45060491","45060491","91","91","Match","24 of 24","100.0%"
"123 block","3M 7100145164 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Block Sanding Sponge","3M 7100145164 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Block Sanding Sponge","45031385","45031385","92","92","Match","24 of 24","100.0%"
"123 block","3M 7100170056 | Pro Grade Precision 1"" Thickness x 3-3/4"" Width x 2-1/2"" OAL Fine Grade 100 Grit Sanding Block Sponge","3M 7100170056 | Pro Grade Precision 1"" Thickness x 3-3/4"" Width x 2-1/2"" OAL Fine Grade 100 Grit Sanding Block Sponge","45057684","45057684","93","93","Match","24 of 24","100.0%"
"123 block","3M 7100170036 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","3M 7100170036 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","45035275","45035275","94","94","Match","24 of 24","100.0%"
"123 block","3M 7100170043 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Sanding Block Sponge","3M 7100170043 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 120 Grit Sanding Block Sponge","45054858","45054858","95","95","Match","24 of 24","100.0%"
"123 block","3M 7100169977 | Pro Grade Precision 1"" Thickness x 4-1/2"" Width x 2-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","3M 7100169977 | Pro Grade Precision 1"" Thickness x 4-1/2"" Width x 2-1/2"" OAL Medium Grade 80 Grit Sanding Block Sponge","45035271","45035271","96","96","Match","24 of 24","100.0%"
"123 block","3M 7010410822 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 180 Grit Block Sanding Sponge","3M 7010410822 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Fine Grade 180 Grit Block Sanding Sponge","45037274","45037274","97","97","Match","24 of 24","100.0%"
"123 block","3M 7100170037 | Pro Grade Precision 1"" Thickness x 4-1/2"" Width x 2-1/2"" OAL Extra Fine Grade 180 Grit Sanding Block Sponge","3M 7100170037 | Pro Grade Precision 1"" Thickness x 4-1/2"" Width x 2-1/2"" OAL Extra Fine Grade 180 Grit Sanding Block Sponge","45035276","45035276","98","98","Match","24 of 24","100.0%"
"123 block","3M 7010410803 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Extra Fine Grade 220 Grit Block Sanding Sponge","3M 7010410803 | Pro Grade Precision 1"" Thickness x 2-1/2"" Width x 4-1/2"" OAL Extra Fine Grade 220 Grit Block Sanding Sponge","45037273","45037273","99","99","Match","24 of 24","100.0%"
